date,datetime,drone_count,oblasts,text_snippet
2023-03-01,2023-03-01 20:01,0,rostov|crimea,"🗓 **Главное за день  **🚰 Крупнейший водовод, соединяющий Ростовскую область и Донбасс, начнет работу в апреле текущего года. Ход строительства [проинспектировал](https://t.me/mod_russia/24494) заместитель Министра обороны РФ Тимур Иванов.  ◽️ [Предотвращена](https://t.me/mod_russia/24499) попытка проведения киевским режимом массированной атаки беспилотников на объекты Крымского полуострова. Шесть "
2023-03-02,2023-03-02 08:19,0,unknown,**Кадры уничтожения танка ВСУ в районе Авдеевки высокоточным артиллерийским боеприпасом  **🎯 После обнаружения танка ВСУ с помощью беспилотного летательного аппарата по нему был нанесён удар высокоточным боеприпасом нового поколения. **Танк был уничтожен российскими артиллеристами с первого выстрела.  **📹 Контроль попадания осуществлялся расчетами БПЛА.  🔹 @mod_russia
2023-03-02,2023-03-02 15:30,0,unknown,"**Боевая работа минометчиков Воздушно-десантных войск в зоне СВО  **💪 В уничтожении украинских боевиков бронегруппам помогают расчеты 82-мм автоматических минометов 2Б9 «Василёк».   💥 Огонь артиллеристов корректируется с помощью БпЛА. **После нескольких пристрелочных выстрелов расчёт миномета начинает вести автоматический огонь, уничтожая личный состав противника в укрытиях.  **🔹 @mod_russia"
2023-03-03,2023-03-03 20:01,0,unknown,"**🗓 Главное за день  **📱 Минобороны России запустило к 80-летию со дня освобождения города Ржева от немецко-фашистских оккупантов новый мультимедийный [историко-познавательный раздел «На ржевском рубеже славы»](https://t.me/mod_russia/24522).  ◽️ На [Донецком направлении](https://t.me/mod_russia/24534) в ходе активных действий подразделений «Южной» группировки войск, ударов авиации, огня артиллери"
2023-03-09,2023-03-09 11:07,0,bryansk,⚡️** Сводка Министерства обороны Российской Федерации о ходе проведения специальной военной операции** (09.03.2023 г.)  Часть 1 ([см. часть 2](https://t.me/mod_russia/24712))  💥 В ответ на организованные 2 марта т.г. киевским режимом террористические акции в Брянской области** **Вооруженными Силами Российской Федерации нанесен **массированный удар** **возмездия.  **💥 Высокоточным оружием большой д
2023-03-10,2023-03-10 08:02,0,unknown,"**Своевременная поддержка: расчеты реактивных систем залпового огня «Град» Центрального военного округа нанесли удары по позициям украинских войск в зоне СВО  **◽️ Совершив скоростной марш на стартовые позиции из района боевого дежурства, артиллеристы ЦВО развернули и навели установки «Град» по разведданным расчетов беспилотников.  💥 В ходе огневого поражения **были уничтожены взводный опорный пун"
2023-03-11,2023-03-11 03:35,0,unknown,"**Точно, быстро, эффективно: боевая работа расчетов 120-мм минометов ЗВО в зоне спецоперации  **__Боевые задачи в составе расчетов выполняют военнослужащие, призванные из запаса в рамках частичной мобилизации.  __💥 Артиллеристы ведут огонь на подавление огневых позиций и разрушение опорных пунктов, уничтожение укрытой живой силы и легкобронированной техники противника на дальности до семи тысяч ме"
2023-03-11,2023-03-11 07:22,0,unknown,**Точно в цель:** **уничтожение зенитного ракетного комплекса ВСУ «Stormer HVM» производства Великобритании высокоточным барражирующим боеприпасом  **💥 Боевая машина была обнаружена расчетами БПЛА на Донецком направлении СВО. После чего она была уничтожена высокоточным барражирующим боеприпасом.   🔎 Контроль попадания осуществлялся расчетами БПЛА. **Барражирущие боеприпасы эффективно применяются д
2023-03-11,2023-03-11 13:30,0,unknown,"**Командир батареи с позывным «Амур» рассказал, как «кочующий» расчет РСЗО «Торнадо-Г» уничтожил наблюдательный пост ВСУ   **💥 Для уничтожения наблюдательного поста ВСУ, обнаруженного при помощи БпЛА, был задействован расчет реактивной системы залпового огня «Торнадо-Г». Экипаж боевой машины выдвинулся на огневую позицию и нанес поражение противнику.  🔎 Корректировка огня велась расчетами беспилот"
2023-03-13,2023-03-13 03:37,0,unknown,**Все цели уничтожены: морские пехотинцы Черноморского флота громят врага в зоне проведения спецоперации  **__В ходе боевой работы подразделения морской пехоты Черноморского флота на одном из направлений специальной военной операции отразили нападение диверсионно-разведывательной группы украинских боевиков.  __💥 По данным разведки было определено местонахождение противника и огнем из противотанков
2023-03-13,2023-03-13 15:41,0,unknown,"**Нас не зря называют «Прорыв»: боевая работа экипажей танков Т-90М в зоне проведения спецоперации **  __Экипажи танков Т-90М «Прорыв» выполняют задачи по огневой поддержке наступающих штурмовых отрядов Воздушно-десантных войск и уничтожению пехоты противника в опорных пунктах.  __💥 Танковый взвод, используя рельеф местности и естественные укрытия, выдвигается на рубеж открытия огня. **Экипажи уни"
2023-03-13,2023-03-13 20:02,0,orenburg,"**🗓 Главное за день  **🇷🇺🇨🇳 Сергей Шойгу поздравил министра [обороны КНР Ли Шанфу](https://t.me/mod_russia/24794) и [заместителей председателей Центрального военного совета КНР](https://t.me/mod_russia/24795) с назначением на должности.  ◽️ [На Донецком направлении](https://t.me/mod_russia/24784) в результате активных действий подразделений «Южной» группировки войск, ударов авиации и огня артиллер"
2023-03-15,2023-03-15 09:10,17,unknown,"**Обстановка на Южно-Донецком направлении  **◽️ На Южно-Донецком направлении зенитно-ракетными подразделениями группировки были отражены четыре ракетные атаки. **Сбито 17 реактивных снарядов РСЗО «HIMARS», один снаряд РСЗО «Смерч», два снаряда РСЗО «Ураган».   **◽️ Противник продолжает безуспешные попытки контратаковать передовые позиции наших войск. Отражены одна контратака и три разведки боем, в"
2023-03-16,2023-03-16 04:04,0,unknown,**Обстановка в зоне ответственности группировки «Восток»  **◽️ На Южно-Донецком направлении расчетом беспилотного летательного аппарата «Орлан-10» подразделения морской пехоты Тихоокеанского флота была вскрыта переброска из Новоукраинки в Пречистовку до взвода боевиков 68-й егерской бригады ВСУ на трех автомобилях.  💥 Артиллерийским ударом орудий «Мста-Б» **были уничтожены бронеавтомобиль и до 10 
2023-03-16,2023-03-16 08:37,0,unknown,**Кадры совместной боевой работы бронегруппы ВДВ на БМД-4М и приданных танковых экипажей Т-80 в зоне СВО  **🪖 Разведгруппа ВДВ при помощи БпЛА обнаружила в лесном массиве взводный опорный пункт ВСУ. Для его захвата и уничтожения было направлено десантно-штурмовое подразделение при поддержке бронегруппы на боевых машинах десанта БМД-4М и танков Т-80.   💥 Экипажи боевых машин и танков сблизились с п
2023-03-17,2023-03-17 20:01,0,vladimir,"🗓** Главное за день  **🇷🇺 Президент Российской Федерации Владимир Путин [подписал](https://t.me/mod_russia/24897) указы о присвоении 77 зенитной ракетной бригаде почетного наименования «гвардейская», 960 отдельному штурмовому авиационному полку и 559 бомбардировочному авиационному полку почетного наименования «гвардейский».  🇷🇺 Министр обороны Российской Федерации генерал армии Сергей Шойгу [предс"
2023-03-18,2023-03-18 08:02,0,unknown,**Кадры уничтожения ракетной системы залпового огня RM-70 производства Чехословакии высокоточным барражирующим боеприпасом  **🎯 Боевая машина была обнаружена расчетами БПЛА на Авдеевском направлении в зоне  проведения специальной военной операции. После чего была уничтожена высокоточным барражирующим боеприпасом. Контроль попадания осуществлялся расчетами БПЛА.  __Барражирущие боприпасы эффективно
